Track,Album Name,Artist,Release Date,ISRC,Spotify Streams,Spotify Playlist Count
Cake By The Ocean - Cover,COOL & POP HIT CHART!!,LOVE BGM JPN,3/20/23,TCJPU2397752,,
Mbappe,"SEN2 KBRN, VOL. 2",Eladio Carrion,11/18/22,QMDA72266870,"204,730,798","35,882"
Maria,Marï¿½,HWASA,6/29/20,KRA382002246,"280,901,994","31,034"
PRIMER AVISO,PRIMER AVISO - Single,Maria Becerra,2/29/24,USWL12400615,"28,563,790","1,755"
Butakera,Butakera,La Joaqui,7/28/22,ARACN2200009,"127,392,768","22,713"
Savage,Savage - The 1st Mini Album - EP,aespa,10/5/21,KRA302100326,"222,400,657","19,680"
Destino o casualidad (feat. Ha*Ash),Destino o casualidad (feat. Ha*Ash) - Single,Melendi,5/1/18,ES5151801626,,
Mad at Disney,Mad at Disney,salem ilese,6/24/20,QMEZE2076989,"335,604,759","47,721"
TE AMO ï¿½,TE AMO ï¿½,Fer Vazquez,4/30/24,ARC082400003,"5,790,738",369
Dilemma,Dilemma,Green Day,12/7/23,USRE12201093,"15,987,089","4,424"
Kitchen Stove,Kitchen Stove,Pozer,2/23/24,GBARL2400167,"20,395,364","3,841"
Luchtballon,Luchtballon,Joost,6/4/24,NL4TG2400013,"4,794,950",498
Trojan Horse,Split Decision,Dave,6/4/23,GBUM72305707,"76,510,509","35,841"
Porque Te Vas,Porque Te Vas,Victor Cibrian,4/5/24,QZ9QQ2400258,"31,438,986","1,429"
Neon Pill,Neon Pill,Cage The Elephant,1/19/24,USRC12303405,"12,032,878","3,204"
Beautiful Girl,Beautiful Girl,Luciano,4/28/22,DECE72201083,"191,569,959","73,054"
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)","After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,1/12/18,GBUM71706492,"589,832,336","139,494"
Tï¿½ï¿½ Me Dejaste De Qu,Tï¿½ï¿½ Me Dejaste De Querer (feat. Niï¿½ï¿½o de Elche & La ,C. Tangana,11/5/20,ES5022000718,"401,979,272","80,139"
Spotless (feat. The Lumineers),Spotless (feat. The Lumineers),Zach Bryan,8/24/23,USWB12304905,"157,676,395","21,485"
These Walls,Radical Optimism,Dua Lipa,5/3/24,GBAHT2400111,"37,789,672","2,484"
Egwu,Egwu,Chike,12/15/23,QZW9L2379698,"35,119,540","2,907"
Die For You (Remix Acapella),Die For You (Remix Acapella) - Single,The Weeknd,3/2/23,USUG12301604,,
Me Rehï¿½ï,Me Rehï¿½ï,Danny Ocean,9/16/16,USWL11700128,"1,779,760,815","90,161"
Baby you,Baby you,ýýýýýý,1/18/23,JPCO02230140,"30,361,093","6,140"
CUAL ES ESA,FERXXOCALIPSIS,Feid,12/1/23,USUM72318210,"84,131,713","9,659"
Armed And Dangerous,Goodbye & Good Riddance,Juice WRLD,5/23/18,USUG11802039,"786,839,663","128,506"
Salimo de Noche,Salimo de Noche,Tiago PZK,10/21/21,AR3N42100003,"315,581,950","56,373"
"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,6/9/21,UYB282101016,"312,622,847","59,149"
Love,AFROBOY,Kouz1,1/13/23,DGA082226042,"41,059,494","17,144"
La Gozadera,Full Circle: The Live Anthology,Gente De Zona,11/20/11,USSD11500071,"613,120,952","70,633"
Skechers,Skechers,DripReport,1/12/20,QZFYX2083092,"402,600,493","78,831"
I Feel Like I'm Drowning,I Feel Like I'm Drowning,Two Feet,11/10/17,USUM71709320,"503,915,156","116,054"
Ando Enfocado,Ando Enfocado,Jaziel Avilez,11/18/22,QZTGS2200203,"191,918,763","17,921"
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,10/6/23,USUG12306094,"328,526,298","14,390"
Downtown,Downtown,Anitta,11/19/17,BRWMB0700761,"678,928,131","57,167"
Crï¿½ï¿,Crï¿½ï¿,KAROL G,11/2/18,USUM71817050,"474,863,499","33,671"
"Go Loko (feat. Tyga, Jon Z)",Go Loko,YG,5/3/19,USUM71904934,"359,828,344","77,046"
REMIX EXCLUSIVO,REMIX EXCLUSIVO,Feid,3/17/23,USUM72304040,"185,448,173","32,140"
"ZEIT, DASS SICH WAS DREHT","ZEIT, DASS SICH WAS DREHT",$OHO BANI,2/23/24,DEKF22400164,"54,065,563","7,779"
Corazï¿½ï¿½n Roto pt. 3 (feat. Jhayco & Ryan Cas,Corazï¿½ï¿½n Roto p,Brray,9/8/23,USUM72313435,"139,751,220","18,392"
penjaga hati,penjaga hati,Nadhif Basalamah,6/21/23,DGA052306119,"252,681,087","11,425"
"Vaathi Coming (From ""Master"")","Vaathi Coming (From ""Master"")",Anirudh Ravichander,3/10/20,INS172000675,"94,152,948","9,693"
3 Headed Goat (feat. Lil Baby & Polo G),3 Headed Goat,Lil Durk,5/7/20,USUM72009132,"354,889,332","121,632"
Monica,LOVE AND CHAOS,Kuami Eugene,10/12/23,USUYG1502416,"3,604,452",787
Home (Lala),Expectations,Dayzy,1/17/23,QMFMF2214684,,1
La Playa,La Playa,Myke Towers,4/9/19,QM6MZ1924281,"322,757,243","60,278"
ýýýýýýýý ýýýýýýýýýý - ýýýýýýýýýý,ýýýýýýýý ýýýýýýýýýý - ýýýýýýýýýý - Single,DJW9,5/16/23,QZK6L2307991,,8
UN RAGAZZO UNA RAGAZZA,UN RAGAZZO UNA RAGAZZA,The Kolors,2/7/24,ITQ002400024,"43,499,127","2,622"
Pasilyo,Pasilyo,SunKissed Lola,10/28/22,AUBEC2225179,"219,619,875","22,109"
Wasted Summers,Wasted Summers,juju<3,7/12/23,QZNWT2328449,"145,323,071","25,526"
Ruin,Ruin,USHER,2/2/24,QZS7J2388470,"19,485,870","2,963"
Hasta la Raï¿½,Hasta la Raï¿½,Natalia Lafourcade,1/6/15,MXF011400582,"657,268,053","85,246"
RATATATA,RATATATA,BABYMETAL,5/23/24,GBDHC2549601,"12,875,105","2,081"
Seasons,Seasons,Thirty Seconds To Mars,8/15/23,USC4R2228396,"21,188,649","3,940"
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,4/25/19,NLM5S1900528,"650,003,788","101,864"
Con La Brisa,Black Panther: Wakanda Forever - Music From and Inspired By,Foudeqush,11/4/22,USHR12244835,"92,384,851","21,304"
Ademï¿½ï¿½s de Mï¿½ï¿½,Ademï¿½ï¿½s de Mï¿½ï¿½,Rusherking,3/4/21,QM4TX2108898,"206,311,125","38,601"
Someone To You,Someone to You,BANNERS,6/9/17,USUM71705215,"840,041,803","147,478"
Show Yourself,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Idina Menzel,11/15/19,USWD11994671,"261,261,513","22,264"
Cheat On Me (feat. Dave),Cheat On Me (feat. Dave),Burna Boy,8/22/23,USAT22307525,"57,146,959","26,832"
Winners In Paris,Winners In Paris,Sleepy Hallow,5/8/24,USRC12401281,"9,889,717","1,826"
In Your Love,In Your Love,Tyler Childers,7/27/23,USRC12300844,"86,069,322","17,650"
Poker Face,The Fame,Lady Gaga,1/1/08,USUM70824409,"1,285,242,562","216,338"
ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,MORGENSHTERN,3/8/24,RUAGV2401222,"11,170,433","2,065"
"Vigdiyan Heeran (From ""Honey 3.0"")",Honey 3.0,Yo Yo Honey Singh,3/15/24,INZ031414584,"12,044,437",361
Que Hay Amor,Que Hay Amor,Cris Mj,4/4/24,QM6MZ2424574,"30,160,112","2,429"
Boogieman,Boogieman,EBK Jaaybo,4/24/24,QZWA32200518,"21,255,642","3,519"
ýýýýýýýýýý,ýýýýýýýýýý - Single,NLO,5/2/23,FRX452361306,"7,900,402","4,782"
Overcompensate (edit),Overcompensate,Twenty One Pilots,2/29/24,USAT22401064,"12,478,109","1,427"
"Maa Nammakam Nuvve Jagan, Vol 1","Maa Nammakam Nuvve Jagan, Vol 1",Jagananna Connects,3/4/24,TCAHZ2460573,"200,302",12
Stunnin' (feat. Harm Franklin),Stunnin' (feat. Harm Franklin),Curtis Waters,5/19/20,QZES82074435,"312,678,365","67,390"
Privileged Rappers,Her Loss,Drake,11/4/22,USUG12208602,"167,840,439","54,445"
Beautiful As You,Beautiful As You,Thomas Rhett,5/10/24,QZRD92405047,"9,327,924",878
Umbrella,Good Girl Gone Bad,Rihanna,1/1/07,USUM70736771,"1,535,595,924","236,327"
Candy,Candy,Doja Cat,3/23/18,USRC11801164,"404,872,050","55,578"
All I Need,Javari,Tyler Antonius,3/11/24,QZS8H2110965,"168,663,071",184
Enough Is Enough,AUSTIN,Post Malone,7/28/23,USUM72306021,"106,740,885","16,395"
Baddies,Baddies - Single,Aitch,6/6/24,QM6MZ2489483,"5,698,784",846
Baila Conmigo (with Rauw Alejandro),Baila Conmigo (with Rauw Alejandro),Selena Gomez,1/29/21,USUG12100193,"479,276,199","61,386"
Love Me,I Am Not A Human Being II (Japan Version),Lil Wayne,1/1/13,USCM51300136,"773,746,724","52,272"
Asï¿½ï¿½ Lo Quiso ,DESVELADO,Eslabon Armado,4/28/23,USE7D2300024,"173,061,521","18,616"
Rag Doll - Live,Greatest Hits (Deluxe),Aerosmith,8/18/23,USUG12301903,"1,598,680",45
Moon,Donda,Kanye West,8/29/21,USUM72116291,"300,082,779","103,366"
Notion,Futureproof,The Rare Occasions,8/5/16,USHM21617726,"597,718,233","172,980"
Essence (feat. Justin Bieber & Tems),Essence (feat. Justin Bieber & Tems),Wizkid,8/13/21,USRC12102450,"142,075,177","43,680"
Outskirts,Outskirts,Sam Hunt,3/10/23,USUM72302885,"66,067,682","7,457"
X,X,Nicky Jam,2/22/18,USSD11800024,"981,323,727","120,261"
Old Days,Old Days,Lil Durk,2/23/24,USQX92400663,"9,682,984","3,542"
boyfriend (with Social House),boyfriend,Ariana Grande,8/2/19,USUG11902591,"809,537,829","72,598"
Girls Just Wanna Have Some,Girls Just Wanna Have Some,dreamsoda,5/30/24,CA5KR2463646,"51,035,638",
"10,000 Hours","10,000 Hours (with Justin Bieber)",Dan + Shay,10/4/19,USWB11902408,"1,060,667,446",170
As the World Caves In,As the World Caves In,Sarah Cothran,6/10/21,QZHNB2115936,"285,568,439","67,189"
Dile a Tu Orgullo (En Vivo),Dile a Tu Orgullo (En Vivo) - Single,Luis Alfonso Partida El Yaki,1/28/22,USA2P2201542,"94,677,649","9,726"
Neverender,Neverender,Justice,4/25/24,FR8EU2300010,"18,919,068","4,186"
Lottery (feat. LU KALA),Lottery (feat. LU KALA),Latto,2/17/23,USRC12203634,"64,851,689","10,684"
Sunshine,Sunshine,Tyga,8/12/22,USUYG1436663,"85,785,871","28,868"
Si Tu Novio Te Deja Sola,Si Tu Novio Te Deja Sola,J Balvin,3/3/17,USUM71702120,"426,104,353","47,827"
Batï¿½ï¿½k ,Karï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Semicenk,12/15/23,DGA0Q2317094,"56,695,409","4,559"
SHAKE SUMN,CALL DA FIREMAN,DaBaby,5/5/23,USUM72306548,"70,418,045","19,968"
Chained To The Rhythm,Chained To The Rhythm,Katy Perry,2/10/17,USUM71700560,"571,538,542","59,626"
Afterglow,#NAME?,Ed Sheeran,1/1/20,GBAHS2001193,"461,495,506","64,344"
Kafamï¿½ï¿½n ï,Yine ï¿½ï¿½alï,Ebru Yaï¿½ï,5/22/24,FRX762464095,"4,177,077",267
Mr. Brightside,Hot Fuss,The Killers,1/1/04,USIR20400274,"2,174,022,106","326,294"
Promiscuous,Loose (Japan Version),Nelly Furtado,1/1/06,USUM70603473,"1,194,124,781","235,618"
Black Swan,Black Swan,BTS,1/17/20,QM4TW2013921,"459,923,962","28,314"
HOT,SEVENTEEN 4th Album 'Face the Sun',SEVENTEEN,5/27/22,USA2P2146867,"210,513,394","16,039"
i'm yours,i'm yours,Isabel LaRosa,10/28/22,USRC12203917,"320,296,093","42,685"
Sonchadi | Coke Studio Bharat,Sonchadi | Coke Studio Bharat,digV,5/8/24,INUM72400400,"1,315,948",67
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,10/21/11,USAT21102233,"1,431,126,152","79,665"
Kamar Teri Left Right Hale,Kamar Teri Left Right Hale - Single,Sandeep Surila,7/24/20,INA1I2000881,"22,148,259","2,293"
Carta Aberta,Carta Aberta,MC Cabelinho,11/27/23,BKLVW2300013,"52,754,470","6,540"
Spongebob,Spongebob,Dante9k,1/28/20,QZFYZ2047242,"902,103",800
The Thrill,The Thrill,Wiz Khalifa,11/11/20,USA2P2033760,"362,756,358","123,477"
Yana Yana,Yana Yana,Semicenk,2/3/23,DGA082298936,"141,236,846","15,605"
CIRCUS MAXIMUS,UTOPIA,Travis Scott,7/28/23,USSM12305014,"90,921,914","34,656"
What is Love,What Is Love,TWICE,4/9/18,US5TA1800038,"442,941,122","37,463"
SESSO E SAMBA (feat. Gaia),ICON,Tony Effe,5/22/24,ITUM72400671,"16,883,730",865
Pieces,Pieces,Danilo Stankovic,9/17/20,QZAKB2006575,"5,467,217","2,314"
Cama Repetida,Sofrï¿½ï¿½ncia Ou Fuleragem? (Ao Vivo / Part,Leo Santana,11/15/23,BRUM72300667,"74,934,765","4,740"
Glue Song,Glue Song - Single,beabadoobee,2/15/23,GBK3W2302568,"209,167,955","35,685"
Life in Rio,Life in Rio (feat. TOLCHONOV) - Single,Slowboy,3/17/23,QM4TX2337349,"126,698,724","18,316"
Iï¿½ï¿½ï¿½m Not Here To Make Friends (feat. Calvin Harris & Jessie ,Gloria,Sam Smith,1/27/23,GBUM72205420,"146,921,991","18,446"
Help Me Help You (feat. Why Don't We),Help Me Help You (feat. Why Don't We),Logan Paul,5/19/17,USLD91702518,"82,539,441","6,224"
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,fellow fellow,8/29/23,DGA072377012,"43,756,807","6,019"
Distraction,Distraction,Polo G,6/3/22,USSM12204451,"103,549,505","45,954"
VIBE (feat. Jimin of BTS),VIBE,TAEYANG,1/13/23,KSA002300017,"218,831,350","14,013"
Kï¿½ï¿½R,Kï¿½ï¿½R,KAROL G,2/23/23,USUM72222551,"114,323,355","16,398"
Bussin (with Rob49),Bussin (with Rob49),Moneybagg Yo,3/29/24,USUM72403387,"8,635,035","1,798"
back to the moon,a Gift & a Curse,Gunna,6/16/23,USAT22306571,"65,374,827","33,151"
FourFiveSeconds,FourFiveSeconds,Rihanna,1/24/15,USJMT1500001,"1,134,470,968","131,102"
Washing Machine Heart,Be the Cowboy,Mitski,8/17/18,USJ5G1815012,"743,015,700","133,098"
SAN BENEDETTO,FOREGROUND MUSIC,Ron Gallo,3/3/23,USKRS2374406,"53,305",79
HACIENDO QUE ME AMAS,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,11/27/20,QMFME2066843,"391,087,418","53,386"
Little Things,Little Things,Jorja Smith,5/11/23,QM4TX2344810,"46,615,691","29,693"
Dead Man Walking,Dead Man Walking,Brent Faiyaz,9/18/20,QM24S2006908,"390,893,607","109,900"
Mil Preguntas,Mil Preguntas,Q' Lokura,4/11/24,QM6MZ2414114,"11,700,613",954
La ï¿½ï¿½ltima Vez (Yo Te Per,La ï¿½ï¿½ltima Vez (Yo Te Perdï¿½ï¿½) ,,5/2/24,MX2832415361,,
Girls Need Love (with Drake) - Remix,Last Day Of Summer,Summer Walker,10/19/18,USUM71903117,"625,999,943","100,418"
Ball If I Want To,Ball If I Want To,DaBaby,6/18/21,USUM72109804,"216,934,691","65,171"
P*$$Y Fairy (OTW),P*$$Y Fairy (OTW),Jhenï¿½ï¿½ ,1/17/20,USUM72000367,"188,774,618","39,746"
As It Was,As It Was (Official Video),Harry Styles,3/31/22,USSM22200594,"3,299,082,422",1
dangerous,dangerous,21 Savage,1/10/24,USSM12309167,"47,098,347","15,845"
Ensï¿½ï¿½ï¿½ï¿½ame ,Un Verano Sin Ti,Bad Bunny,5/6/22,QM6MZ2214887,"348,372,811","52,893"
Olha a Explosï¿½,O Melhor do Brasil,MC Kevinho,6/14/18,USHM21860309,,1
Cake By The Ocean - Cover,Tik Toker Popular Playlist,MUSIC LAB JPN,6/1/23,TCJPW2320943,"1,621,055,370",1
Bellaquita,Bellaquita,Dalex,9/6/19,QM9WM1900144,"207,093,355","33,813"
Limbo,Prestige,Daddy Yankee,1/1/12,USNPD1200128,"508,914,869","86,239"
Ah-Bop,Ah-Bop,Gene Ess,10/7/22,USDY42287367,,1
Tu Perfume,Tu Perfume,Banda MS de Sergio Lizï¿½ï¿½r,2/14/24,MXB952400003,"18,946,480",863
Chamkeela Angeelesi,"Chamkeela Angeelesi (From ""Dasara"") (Telugu)",Santhosh Narayanan,3/8/23,INH102303862,"40,358,575","1,358"
Hayloft II,Inside (Deluxe),Mother Mother,1/28/22,CAW112100716,"216,252,006","55,274"
Tormenta (feat. Bad Bunny),Cracker Island,Gorillaz,2/24/23,GBAYE2200465,"197,096,592","36,980"
DJ Got Us Fallin' In Love,Europa FM Presenta Europa Baila,USHER,1/1/10,USLF21000041,"841,183,589","178,587"
DIE,KMT,Gazo,7/1/22,FR9W12215357,"168,211,673","38,142"
You and Me,Leo,Shubh,1/5/24,QMFMG2357542,"52,919,662","3,838"
Please Don't Fall In Love With Me,Please Don't Fall In Love With Me,Khalid,4/5/24,USRC12400865,"32,679,509","4,502"
Aullando,"Los Campeones del Pueblo ""The Big Leagues""",Wisin & Yandel,12/14/18,USSD11800386,"407,025,386","32,596"
El Incomprendido,El Incomprendido,Farruko,9/30/21,USSD12100701,"186,233,910","58,393"
23,"23 (feat. Miley Cyrus, Wiz Khalifa & Juicy J) - Single",Mike WiLL Made-It,1/1/13,USUM71312049,"339,514,083","62,118"
Guay,Guay,Ozuna,4/18/24,QM6MZ2440135,"25,134,764","3,004"
Poesia Acï¿½ï¿½stica #6: Era uma,Poesia Acï¿½ï¿½stica #6: Era uma,Pineapple StormTv,12/24/18,US7VG1878876,"290,101,322","29,494"
Swang,SremmLife 2 (Deluxe),Rae Sremmurd,8/12/16,USUM71603303,"658,051,344","128,507"
Broke Boys,Her Loss,Drake,11/4/22,USUG12208608,"143,220,845","57,819"
SMOKE IT OFF!,SMOKE IT OFF!,Lumi Athena,11/22/22,QZTB32217762,"185,817,317","28,912"
Night Bus,Night Bus,KIDS,12/9/22,DGA072230399,"5,316",9
bad idea right?,bad idea right?,Olivia Rodrigo,8/11/23,USUG12305006,"432,831,676","2,667"
What They Want,What They Want,Russ,7/28/16,USSM11606200,"569,767,392","102,907"
All of Me - Radio Edit,"ýý3 Greatest Hits, Vol. 66",John Legend,6/27/14,USSM11400599,"2,379,787,239",362
Corazï¿½ï¿½n F,Corazï¿½ï¿½n Frï¿½ï¿½o ,Jasiel Nuï¿½ï,10/12/23,QMDA72384363,"79,485,128","6,458"
Take Care,Take Care (Deluxe),Drake,11/15/11,USCM51100547,"622,498,643","110,679"
A Sky Full of Stars,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Coldplay,1/1/14,GBAYE1400217,"1,490,987,063","203,270"
Smack That - Dirty,Smack That (feat. Eminem),Akon,1/1/06,USUM70609036,"1,023,825,031","204,464"
Ramen & OJ,Ramen & OJ,Joyner Lucas,4/30/21,QZES92173120,"260,117,606","92,337"
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Arhbo (Music from the Fifa World Cup Qatar 2022 Official Soundtrack) [feat. FIFA Sound] - Single,Ozuna,8/19/22,QZNMV2235460,"49,549,021","10,601"
MEGAVERSE,ROCK-STAR,Stray Kids,11/10/23,US5TA2300150,"71,016,852","6,500"
Come See Me,Come See Me - Single,Rod Wave,9/1/23,USQX92305090,"28,876,525","6,626"
Cool With You,NewJeans 2nd EP 'Get Up',NewJeans,7/21/23,USA2P2330072,"165,916,276","17,423"
Dark Matter,Dark Matter,Pearl Jam,2/13/24,USUG12309749,"11,776,885","2,274"
Shameless,Shameless,Camila Cabello,9/5/19,USSM11905431,"524,463,179","59,700"
New Freezer (feat. Kendrick Lamar),New Freezer (feat. Kendrick Lamar),Rich The Kid,9/25/17,USUM71708973,"317,302,250","59,316"
GTA.mp3,GTA.mp3,Emilia,9/7/23,USSD12300253,"103,722,826","13,322"
Dembow,Dembow,Danny Ocean,12/8/17,USWL11700269,"579,189,526","60,397"
WAKE UP!,WAKE UP!,MoonDeity,8/5/22,QM6N22283397,"152,307,497","35,409"
ECHOES: Cala Boca Menino,Echoes,Fire! Orchestra,4/14/23,NOFGR2331100,"11,960",69
Dembow,Dembow,Danny Ocean,12/8/17,USWL11700269,"579,189,526","60,397"
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/24,USUG12401049,"210,385,853",418
Fast,Death Race For Love (Bonus Track Version),Juice WRLD,3/8/19,USUG11900385,"392,674,468","73,288"
Come and See Me (feat. Drake),Come and See Me (feat. Drake),PARTYNEXTDOOR,3/23/16,USWB11600360,"609,032,900","93,938"
Myself,COSMIC,Bazzi,4/12/18,USAT21801524,"279,105,227","46,745"
Muï¿½ï¿½,Muï¿½ï¿½ecas - Si,TINI,1/12/23,USHR12244823,"162,551,255","20,554"
"BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix","BESAME (feat. Tiago PZK, Khea & Neo Pistea) [Remix]",Bhavi,4/16/24,BK4DA2410627,"66,225,764","4,531"
LOCO,CRAZY IN LOVE,ITZY,9/24/21,US5TA2100051,"259,023,338","21,380"
Life's A Mess (feat. Halsey),Life's A Mess (feat. Halsey),Juice WRLD,7/6/20,USUG12002091,"319,737,440","63,731"
Do I Wanna Know?,Do I Wanna Know?,Arctic Monkeys,1/1/13,GBCEL1300332,"2,188,592,950","11,669"
Have Mercy,Have Mercy,Chlï¿½,9/10/21,USSM12105357,"202,781,631","32,888"
Cake By The Ocean - Cover,FOLIAGE PLANT selected by KIKO,epi records,2/16/23,TCJPU2357716,"1,614,203,949",1
Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),benny blanco,8/5/22,USUM72210832,"259,730,016","21,452"
Yebbaï¿½ï¿½ï¿½s Hear,Certified Lover Boy,Drake,9/3/21,USUG12104407,"349,849,639","81,889"
Drums (Feat. Kim Petras),Drums (Feat. Kim Petras),James Hype,10/6/23,GBUM72308471,"48,573,000","12,116"
El Avioncito,El Avioncito,Giblack,10/28/21,ESA011561085,"11,569,095","3,147"
Handle On You,Handle On You,Parker McCollum,8/5/22,USUM72211050,"103,858,433","17,543"
"Non, je ne regrette rien",Edith Piaf Essentials : The Greatest Hits of the Most Popular French Singer,ýýdith Piaf,5/7/24,FR6F32336520,"168,750,749",1
Montagem - Pr Funk,Montagem - Pr Funk - Single,BARATO NATION,12/27/23,IEWNY2348674,"332,936,854",6
Tunnel Vision,Tunnel Vision,Kodak Black,2/17/17,USAT21700379,"654,828,389","139,540"
White Tee (with NO1-NOAH),Life On Earth - EP,Summer Walker,7/10/20,USUM72013570,"277,094,824","75,966"
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,TaitosmitH,3/26/24,THG012400089,"2,759,335",248
I'm Not The Only One,I'm Not The Only One,Sam Smith,9/11/14,GBUM71404663,"93,040,974","10,520"
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,10/5/23,THSOH2308099,"3,872",5
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,Chris Jedi,5/20/22,USUM72201829,"411,006,233","63,319"
Too Easy,Too Easy,Gunna,9/24/21,QMCE32100757,"133,039,977","69,577"
Walking On A Dream,Walking On A Dream,Empire Of The Sun,1/1/08,AUEI10800039,"923,637,058","248,136"
Take Two,Take Two,BTS,6/9/23,USA2P2323050,"259,288,333","9,472"
Water (Remix),Water (Remix) - Single,Tyla,11/17/23,USSM12308549,"51,588,608","14,616"
You Know You Like It,You Know You Like It,DJ Snake,10/14/14,USUM71414293,"506,083,686","88,997"
Bom Diggy,Bom Diggy - Single,Zack Knight,8/24/17,QM6P41715585,"55,362,558","9,861"
Mati-Matian,Mati-Matian - Single,Mahalini,3/29/24,QZZNV2400046,"52,510,463",992
Live Another Day,Phonkageddon,Kordhell,8/27/21,QZMEM2171029,"283,108,875","69,176"
Ana Ghaltan,Cigara,Bahaa Sultan,12/27/21,EGA092200106,"8,316,794","1,342"
Sexo Virtual,VICE VERSA,Rauw Alejandro,6/25/21,USSD12100294,"293,361,823","61,096"
"Nï¿½ï¿½o, Nï¿½",Piseiro Sofrï¿½ï¿½,Mari Fernandez,4/29/21,BCFWR2100002,"158,404,124","19,033"
ýý ýýýýýýýý ýýýýýýýýýý,ýý ýýýýýýýý ýýýýýýýýýý,Moreart,12/4/20,FR26V2072992,"60,358,583","32,582"
Chasin' You,If I Know Me,Morgan Wallen,4/27/18,QZ22S1800006,"609,984,789","66,397"
Ali Cabbar,Parti ï¿½ï¿½,Emir Can ï¿½ï¿½ï,6/2/23,TRAUR2300024,"63,442,980","10,414"
Clouds,Clouds - Single,BUNT.,1/12/23,QZTBB2202743,"149,986,283","48,038"
Let Your Boys Be Country,Let Your Boys Be Country,Jason Aldean,8/25/23,QMRSZ2301462,"21,485,335","4,032"
Spin You Around (1/24),Spin You Around (1/24),Morgan Wallen,1/26/24,USUG12400786,"77,564,567","7,109"
Solo Me Dejaste,Solo Me Dejaste,Grupo Marca Registrada,7/8/22,USDXS2202170,"175,374,235","19,506"
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,1/9/15,USSM11408374,"1,060,255,231","88,246"
"Don't Give Up On Me - (From ""Five Feet Apart"")","Don't Give Up On Me (From ""Five Feet Apart"")",Andy Grammer,2/13/19,QMRSZ1802908,"509,011,250","72,182"
Jingle Bell Rock,"Essential Classics, Vol. 141: Bobby Helms",Bobby Helms,11/3/23,ES31E2304202,"964,357,785",2
Talk Dirty (feat. 2 Chainz),VTM Kzoom Hits Best Of 2013,Jason Derulo,1/1/13,USWB11302648,"718,634,962","116,033"
Nail Tech,Nail Tech,Jack Harlow,2/18/22,USAT22200223,"224,376,030","65,837"
Lahore,Kultural Inkursions,Guru Randhawa,7/27/18,TCADS1892866,"77,999",96
The Summoning,The Summoning - Single,Sleep Token,1/6/23,GBUM72200352,"135,976,140","41,454"
Feel It Still,Woodstock,Portugal. The Man,6/15/17,USAT21700438,"1,303,018,999",239
TROLLZ (with Nicki Minaj),TROLLZ (with Nicki Minaj),6ix9ine,6/12/20,QZA742002508,"169,376,113","37,282"
Cover Me Up,Cover Me Up,Morgan Wallen,4/5/19,QZ22S1800057,"457,252,350","58,811"
Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,5/6/22,QM6MZ2214895,"360,149,048","49,439"
Mi Morenita,Mi Morenita - Single,Grupo Marca Registrada,5/24/24,USA2P2432334,"8,104,357",456
Get A Guitar,Get A Guitar,RIIZE,9/4/23,KRA302300278,"67,887,030","5,721"
